,Lon,lon_minus_90,lat_minus_90,lon_minus_85,lat_minus_85,lon_minus_80,lat_minus_80,lon_minus_75,lat_minus_75,lon_minus_70,lat_minus_70,lon_minus_65,lat_minus_65,lon_minus_60,lat_minus_60,lon_minus_55,lat_minus_55,lon_minus_50,lat_minus_50,lon_minus_45,lat_minus_45,lon_minus_40,lat_minus_40,lon_minus_35,lat_minus_35,lon_minus_30,lat_minus_30,lon_minus_25,lat_minus_25,lon_minus_20,lat_minus_20,lon_minus_15,lat_minus_15,lon_minus_10,lat_minus_10,lon_minus_5,lat_minus_5,lon__0,lat__0,lon__5,lat__5,lon__10,lat__10,lon__15,lat__15,lon__20,lat__20,lon__25,lat__25,lon__30,lat__30,lon__35,lat__35,lon__40,lat__40,lon__45,lat__45,lon__50,lat__50,lon__55,lat__55,lon__60,lat__60,lon__65,lat__65,lon__70,lat__70,lon__75,lat__75,lon__80,lat__80,lon__85,lat__85,lon__90,lat__90
146,146,125.73628997802734,-74.38825225830078,113.4724349975586,-70.84553527832031,105.04769134521484,-66.71207427978516,98.98664093017578,-62.24629211425781,94.36650848388672,-57.59181213378906,90.655029296875,-52.8350715637207,87.5531997680664,-48.033138275146484,84.89776611328125,-43.226158142089844,82.60289001464844,-38.44245147705078,80.62378692626953,-33.700435638427734,78.93421936035156,-29.00962257385254,77.51349639892578,-24.371929168701172,76.34037017822266,-19.783363342285156,75.39111328125,-15.235893249511719,74.63990020751953,-10.71916675567627,74.06005859375,-6.221928596496582,73.62535858154297,-1.7331293821334839,73.3111801147461,2.757218837738037,73.0950927734375,7.257429122924805,72.9571762084961,11.773777961730957,72.87993621826172,16.31045150756836,72.84796142578125,20.869895935058594,72.84728240966797,25.453542709350586,72.8645248413086,30.062929153442383,72.88582611083984,34.700965881347656,72.89544677734375,39.3731575012207,72.87397766113281,44.08851623535156,72.79540252685547,48.85988998413086,72.62227630615234,53.703556060791016,72.29621887207031,58.6378288269043,71.717529296875,63.68033981323242,70.69417572021484,68.84332275390625,68.78626251220703,74.12557220458984,64.66707611083984,79.49417114257812,51.61164855957031,84.78776550292969,-35.28178024291992,87.60003662109375,-84.52667999267578,83.10382843017578
147,147,125.73628997802734,-74.38825225830078,113.66639709472656,-70.7952880859375,105.40332794189453,-66.63262939453125,99.4639892578125,-62.15205764770508,94.93653106689453,-57.492645263671875,91.2988052368164,-52.73764419555664,88.25836181640625,-47.94166564941406,85.65563201904297,-43.142818450927734,83.40663146972656,-38.36779022216797,81.4674072265625,-33.6338005065918,79.81211853027344,-28.949676513671875,78.42045593261719,-24.31703758239746,77.27153015136719,-19.73190689086914,76.34210968017578,-15.186474800109863,75.60685729980469,-10.670722961425781,75.03955841064453,-6.173798561096191,74.61446380615234,-1.6850780248641968,74.30723571777344,2.805014133453369,74.095703125,7.304422855377197,73.96013641357422,11.819133758544922,73.88323211669922,16.35315704345703,73.84976959228516,20.908885955810547,73.84612274169922,25.48785400390625,73.85935974121094,30.091821670532227,73.87626647949219,34.72404098510742,73.88202667236328,39.390419006347656,73.85829162597656,44.10040283203125,73.7804946899414,48.86725997924805,73.6130142211914,53.70769119262695,73.30010986328125,58.640419006347656,72.74616241455078,63.68349075317383,71.76655578613281,68.84966278076172,69.93767547607422,74.13847351074219,65.9776382446289,79.51898193359375,53.310791015625,84.83875274658203,-35.82542419433594,87.67832946777344,-84.52667999267578,83.10382843017578
148,148,125.73628997802734,-74.38825225830078,113.86227416992188,-70.74604797363281,105.76045989990234,-66.5550308227539,99.94210052490234,-62.060325622558594,95.50675964355469,-57.396419525146484,91.9423599243164,-52.643436431884766,88.9629135131836,-47.85356903076172,86.41249084472656,-43.062904357910156,84.20892333984375,-38.29650115966797,82.30911254882812,-33.570430755615234,80.68770599365234,-28.89280128479004,79.32476043701172,-24.26497459411621,78.19988250732422,-19.68301010131836,77.29029846191406,-15.139331817626953,76.57118225097656,-10.624283790588379,76.01683044433594,-6.127427577972412,75.60181427001953,-1.6385719776153564,75.30213165283203,2.851445436477661,75.09577178955078,7.3502092361450195,74.96311950683594,11.863425254821777,74.88699340820312,16.394935607910156,74.85235595703125,20.94709587097168,74.84586334228516,25.521541595458984,74.85504150390625,30.12026596069336,74.86739349365234,34.746849060058594,74.86894226074219,39.40760040283203,74.84254455566406,44.11238098144531,74.76504516601562,48.8748779296875,74.60275268554688,53.71217727661133,74.30252838134766,58.64339065551758,73.77291107177734,63.68696594238281,72.83682250976562,68.85612487792969,71.0871810913086,74.15117645263672,67.2882308959961,79.54306030273438,55.02732849121094,84.88817596435547,-36.44644546508789,87.75569152832031,-84.52667999267578,83.10382843017578
149,149,125.73628997802734,-74.38825225830078,114.0600357055664,-70.69782257080078,106.11905670166016,-66.47929382324219,100.42098236083984,-61.971065521240234,96.07721710205078,-57.3031005859375,92.58573150634766,-52.55242919921875,89.66693878173828,-47.768829345703125,87.16848754882812,-42.98640823364258,85.00995635986328,-38.22863006591797,83.14915466308594,-33.51039123535156,81.56124877929688,-28.83913803100586,80.22674560546875,-24.215957641601562,79.12574005126953,-19.63695526123047,78.23599243164062,-15.094819068908691,77.53323364257812,-10.580263137817383,76.99214172363281,-6.0832743644714355,76.58769989013672,-1.594099760055542,76.29608917236328,2.89601469039917,76.09544372558594,7.394298076629639,75.96621704101562,11.90618896484375,75.89127349853516,16.435367584228516,75.85572052001953,20.98415756225586,75.84646606445312,25.554298400878906,75.85154724121094,30.148014068603516,75.8591079711914,34.76921081542969,75.85614776611328,39.424583435058594,75.8266830444336,44.12438201904297,75.74905395507812,48.8827018737793,75.59146881103516,53.717002868652344,75.30348205566406,58.646759033203125,74.79784393310547,63.6907958984375,73.90506744384766,68.86278533935547,72.23484802246094,74.16372680664062,68.598876953125,79.56640625,56.76121520996094,84.93600463867188,-37.15219497680664,87.83204650878906,-84.52667999267578,83.10382843017578
150,150,125.73628997802734,-74.38825225830078,114.25962829589844,-70.6506118774414,106.47908782958984,-66.40542602539062,100.90064239501953,-61.8842887878418,96.64793395996094,-57.21268844604492,93.22901153564453,-52.464599609375,90.37056732177734,-47.687435150146484,87.92374420166016,-42.9133415222168,85.80992126464844,-38.1641960144043,83.98777770996094,-33.453758239746094,82.43302154541016,-28.7888126373291,81.126708984375,-24.170169830322266,80.04944610595703,-19.594003677368164,79.1795654296875,-15.053260803222656,78.4933090209961,-10.539042472839355,77.96581268310547,-6.04176664352417,77.57235717773438,-1.552116870880127,77.28931427001953,2.9382545948028564,77.09488677978516,7.43623161315918,76.96953582763672,11.946989059448242,76.89612579345703,16.474056243896484,76.85984802246094,21.019725799560547,76.84790802001953,25.585840225219727,76.84879302978516,30.174846649169922,76.85135650634766,34.79096221923828,76.84357452392578,39.44124221801758,76.8106460571289,44.1363410949707,76.73246765136719,48.89070510864258,76.57916259765625,53.722171783447266,76.30302429199219,58.65054702758789,75.82100677490234,63.69501495361328,74.97136688232422,68.8696517944336,73.38077545166016,74.17616271972656,69.90962219238281,79.58908081054688,58.512367248535156,84.9822006225586,-37.950706481933594,87.9072494506836,-84.52667999267578,83.10382843017578
151,151,125.73628997802734,-74.38825225830078,114.46102905273438,-70.60443115234375,106.84053802490234,-66.33341979980469,101.3810806274414,-61.79997253417969,97.21896362304688,-57.12516784667969,93.87225341796875,-52.37993240356445,91.0738754272461,-47.6093635559082,88.67839813232422,-42.84367752075195,86.60897827148438,-38.10321044921875,84.82518768310547,-33.400596618652344,83.30331420898438,-28.741928100585938,82.02495574951172,-24.12778091430664,80.9713363647461,-19.55438232421875,80.121337890625,-15.014948844909668,79.45175170898438,-10.500967979431152,78.93815612792969,-6.003294467926025,78.55607604980469,-1.51304292678833,78.28203582763672,2.9777345657348633,78.09426879882812,7.475583553314209,77.97315216064453,11.98542594909668,77.90155792236328,16.51064109802246,77.86474609375,21.053491592407227,77.85013580322266,25.615917205810547,77.84671783447266,30.2005672454834,77.84407806396484,34.81195831298828,77.83113861083984,39.457496643066406,77.79440307617188,44.148197174072266,77.71524810791016,48.89887237548828,77.56583404541016,53.727684020996094,77.3011703491211,58.6547737121582,76.84248352050781,63.699642181396484,76.03580474853516,68.87677001953125,74.52507019042969,74.18850708007812,71.22051239013672,79.61106872558594,60.28066635131836,85.02676391601562,-38.85081481933594,87.98117065429688,-84.52667999267578,83.10382843017578
152,152,125.73628997802734,-74.38825225830078,114.66416931152344,-70.55927276611328,107.203369140625,-66.26325988769531,101.86231231689453,-61.718116760253906,97.79032897949219,-57.040504455566406,94.51551818847656,-52.298397064208984,91.77694702148438,-47.53459167480469,89.43258666992188,-42.77742385864258,87.40730285644531,-38.04568862915039,85.6615982055664,-33.35093307495117,84.17237854003906,-28.698577880859375,82.92181396484375,-24.08893585205078,81.89173126220703,-19.518295288085938,81.06165313720703,-14.980145454406738,80.40889739990234,-10.466355323791504,79.909423828125,-5.968212604522705,79.53907012939453,-1.4772599935531616,79.27442932128906,3.0140609741210938,79.09370422363281,7.511967182159424,78.97718048095703,12.021134376525879,78.90763092041016,16.54479217529297,78.87039184570312,21.085172653198242,78.85311126708984,25.6442928314209,78.84524536132812,30.22499656677246,78.83715057373047,34.83207321166992,78.81877899169922,39.473262786865234,78.77786254882812,44.15991973876953,78.6973876953125,48.90718460083008,78.5514907836914,53.73355484008789,78.29796600341797,58.659461975097656,77.8623275756836,63.70471954345703,77.09848022460938,68.88418579101562,75.66783905029297,74.20079803466797,72.53160858154297,79.6324234008789,62.06598663330078,85.06964874267578,-39.86216735839844,88.05369567871094,-84.52667999267578,83.10382843017578
153,153,125.73628997802734,-74.38825225830078,114.86903381347656,-70.5151596069336,107.56756591796875,-66.1949691772461,102.34431457519531,-61.638702392578125,98.362060546875,-56.95869827270508,95.15887451171875,-52.21997833251953,92.4798812866211,-47.46309280395508,90.18640899658203,-42.71454620361328,88.20506286621094,-37.99163055419922,86.4972152709961,-33.304805755615234,85.04044342041016,-28.65882682800293,83.8175277709961,-24.05375099182129,82.81092834472656,-19.485916137695312,82.00080871582031,-14.949075698852539,81.3650131225586,-10.435479164123535,80.87993621826172,-5.936837673187256,80.52162170410156,-1.4451100826263428,80.26671600341797,3.0468809604644775,80.09333038330078,7.545034408569336,79.98165893554688,12.05378532409668,79.91436004638672,16.576213836669922,79.87674713134766,21.114513397216797,79.85673522949219,25.670764923095703,79.84428405761719,30.247982025146484,79.83050537109375,34.8512077331543,79.806396484375,39.48847579956055,79.76097869873047,44.17146682739258,79.6788330078125,48.915645599365234,79.53612518310547,53.73979568481445,79.2934341430664,58.664642333984375,78.880615234375,63.71028137207031,78.15949249267578,68.89190673828125,76.80918884277344,74.21305847167969,73.84296417236328,79.65316009521484,63.86814880371094,85.11083984375,-40.995235443115234,88.12461853027344,-84.52667999267578,83.10382843017578
154,154,125.73628997802734,-74.38825225830078,115.07556915283203,-70.47208404541016,107.93310546875,-66.12852478027344,102.82713317871094,-61.56172561645508,98.93418884277344,-56.87971115112305,95.8023452758789,-52.14463806152344,93.18275451660156,-47.39484786987305,90.94000244140625,-42.655025482177734,89.00239562988281,-37.94102478027344,87.33224487304688,-33.2622184753418,85.90778350830078,-28.62272834777832,84.71241760253906,-24.022321701049805,83.72925567626953,-19.45738983154297,82.93914031982422,-14.921935081481934,82.3204345703125,-10.40857982635498,81.8499526977539,-5.9094438552856445,81.50393676757812,-1.4168938398361206,81.25904083251953,3.075883150100708,81.09330749511719,7.5744781494140625,80.9866943359375,12.083090782165527,80.9217529296875,16.60465431213379,80.88380432128906,21.141300201416016,80.8609848022461,25.69516372680664,80.84376525878906,30.269397735595703,80.82406616210938,34.869266510009766,80.79391479492188,39.503082275390625,80.74368286132812,44.18282699584961,80.65956115722656,48.92425537109375,80.5197525024414,53.74642562866211,80.28761291503906,58.67033767700195,79.89740753173828,63.71635437011719,79.21894073486328,68.89999389648438,77.9492416381836,74.225341796875,75.1546630859375,79.67330169677734,65.68694305419922,85.15032196044922,-42.26129913330078,88.19377899169922,-84.52667999267578,83.10382843017578
155,155,125.73628997802734,-74.38825225830078,115.28373718261719,-70.4300537109375,108.29994201660156,-66.06393432617188,103.31072998046875,-61.487178802490234,99.5067367553711,-56.80353927612305,96.44600677490234,-52.072349548339844,93.88563537597656,-47.32980728149414,91.69345092773438,-42.59883117675781,89.7994613647461,-37.89385223388672,88.16687774658203,-33.22319412231445,86.77462005615234,-28.590312957763672,85.60670471191406,-23.994720458984375,84.6469955444336,-19.432828903198242,83.87692260742188,-14.898884773254395,83.27545166015625,-10.385857582092285,82.81974792480469,-5.886266231536865,82.48624420166016,-1.3928680419921875,82.25162506103516,3.100801467895508,82.09371185302734,7.600037097930908,81.99232482910156,12.108807563781738,81.9298095703125,16.629894256591797,81.89149475097656,21.165355682373047,81.8657455444336,25.717350006103516,81.84357452392578,30.289142608642578,81.81769561767578,34.88619613647461,81.78125762939453,39.517059326171875,81.72592163085938,44.19398880004883,81.63953399658203,48.93301773071289,81.50234985351562,53.75346755981445,81.28055572509766,58.676578521728516,80.9128189086914,63.72297668457031,80.2769546508789,68.90848541259766,79.08811950683594,74.23766326904297,76.46678924560547,79.69286346435547,67.52213287353516,85.18805694580078,-43.67234420776367,88.26094055175781,-84.52667999267578,83.10382843017578
156,156,125.73628997802734,-74.38825225830078,115.4935073852539,-70.38908386230469,108.6680679321289,-66.00120544433594,103.79512023925781,-61.4150390625,100.0797348022461,-56.73015594482422,97.08990478515625,-52.00309371948242,94.5886001586914,-47.26795196533203,92.44688415527344,-42.545936584472656,90.59638214111328,-37.8500862121582,89.00129699707031,-33.18770217895508,87.64114379882812,-28.561595916748047,86.50068664550781,-23.970993041992188,85.56439971923828,-19.412322998046875,84.81444549560547,-14.880048751831055,84.23031616210938,-10.367474555969238,83.78955841064453,-5.867498397827148,83.46876525878906,-1.3732454776763916,83.24459075927734,3.1214141845703125,83.09468841552734,7.621492862701416,82.99860382080078,12.130735397338867,82.93853759765625,16.651758193969727,82.8997802734375,21.186534881591797,82.8709716796875,25.737215042114258,82.8436279296875,30.307144165039062,82.81134033203125,34.90194320678711,82.76832580566406,39.53038024902344,82.70763397216797,44.204952239990234,82.61872863769531,48.941951751708984,82.48394012451172,53.760948181152344,82.27230834960938,58.683406829833984,81.92688751220703,63.730186462402344,81.33363342285156,68.9173812866211,80.22595977783203,74.25006103515625,77.77944946289062,79.71185302734375,69.37342834472656,85.22400665283203,-45.24092102050781,88.32588195800781,-84.52667999267578,83.10382843017578
